527,44-7744997,no
3159,04-7064083,deciding
1693,75-8602460,no
3477,76-3956782,rejected
2569,60-3255572,deciding
484,20-5017861,no
3802,81-9364230,yes
4895,01-7096038,rejected
3105,57-5455506,rejected
1399,61-2253649,yes
386,66-5169875,yes
2326,95-5228356,yes
1600,79-2419589,rejected
1913,56-4126446,deciding
1023,51-8394160,yes
1752,23-0926551,yes
1878,89-9170870,yes
2018,98-6242829,rejected
4994,94-7962960,yes
3561,95-0473435,rejected
2503,33-8308075,rejected
445,33-6643205,no
3463,12-9711026,deciding
4239,87-8475574,deciding
3711,38-4265616,yes
1558,12-3499948,no
3138,01-9874581,yes
3943,29-4068713,rejected
3532,71-6425917,yes
4780,35-0348632,deciding
3407,84-9346918,rejected
898,43-3650075,deciding
4809,40-5483088,yes
237,50-5870845,yes
2010,56-8199738,yes
2569,71-2811927,deciding
645,20-1701992,rejected
596,82-4970450,no
1958,12-5068120,yes
1908,59-2113129,deciding
1961,07-4396386,rejected
619,90-2627801,rejected
3661,16-6859684,yes
382,56-3485932,deciding
3852,34-3413337,deciding
4809,91-2298229,rejected
3867,30-3010348,no
3804,06-1788713,yes
3027,82-9518187,deciding
1874,52-3659965,deciding
2655,96-8745607,no
3146,19-3016378,deciding
1886,47-0610796,yes
921,02-6408678,no
4585,71-2906795,rejected
4446,25-5161766,rejected
3641,73-6283874,yes
443,43-1347448,yes
737,98-0874084,yes
1170,46-1147085,no
4287,28-2122318,yes
4962,34-1528051,deciding
3976,58-6161117,no
273,94-3637254,deciding
4984,26-1650958,yes
1880,36-2467745,rejected
3776,34-8664637,deciding
3436,44-5657185,rejected
2728,07-1149674,yes
2393,76-9246747,no
4851,42-9325563,yes
799,26-6166402,deciding
742,69-1526482,no
3792,03-1087233,yes
2319,82-2287338,no
1017,78-8987477,yes
1463,17-1396566,yes
2411,89-5678324,no
4909,32-8058696,rejected
4305,37-5077094,deciding
3304,77-6306648,yes
1485,78-0585912,rejected
3294,45-2052549,deciding
4809,21-5037727,rejected
4679,30-0219182,deciding
1716,50-3212362,deciding
3758,98-2409585,rejected
743,15-1714903,rejected
3280,86-2133663,yes
1374,17-9060732,rejected
3094,93-0538688,deciding
195,59-7517012,yes
4526,56-5325346,rejected
3324,90-2917940,deciding
3143,53-3774001,deciding
1922,36-3253369,rejected
2717,92-4353113,rejected
4307,90-1376654,no
573,65-5965359,rejected
138,00-1655054,no
387,27-7171121,rejected
4377,64-4728663,no
1644,24-0002814,no
1125,78-1630752,deciding
1562,26-3083976,rejected
1012,52-8176685,no
3769,34-4300589,deciding
1137,48-2761426,yes
1179,63-0507647,deciding
1743,69-0210249,yes
3556,32-1725646,no
543,27-5432860,no
3849,22-2663220,deciding
2264,96-9920131,yes
3807,60-6289583,deciding
2824,91-3196383,yes
3153,96-1390876,no
3447,04-6477315,deciding
4816,54-4877982,deciding
4347,92-8031308,yes
3898,82-9884415,yes
4376,69-9741753,deciding
3627,64-6239842,yes
984,28-7255439,yes
3430,27-0671045,yes
1769,67-4467504,rejected
4863,67-9522482,rejected
4737,09-5604539,no
4097,95-5838401,deciding
1047,64-1781334,deciding
230,79-9530451,yes
4426,61-8941044,yes
3563,88-9647144,rejected
2217,29-6092099,deciding
1458,85-3247112,no
788,66-5832404,rejected
2868,28-4207956,deciding
976,30-4897703,no
3428,75-4248798,no
4325,48-2023688,no
2308,84-6340129,no
560,85-8776438,yes
4764,38-4055886,no
471,18-3525902,yes
1292,65-5530607,yes
4331,02-4954972,no
2464,14-0084776,no
4144,73-0169051,yes
1609,27-2527321,rejected
3747,23-1071477,deciding
4287,71-5284006,yes
1243,04-6843924,no
4098,33-5818738,deciding
901,29-8723631,no
516,56-0447635,rejected
3635,44-5828425,deciding
3718,71-9426262,deciding
2282,65-5903938,no
1125,81-5429225,deciding
2080,46-8584697,deciding
1370,96-0307698,rejected
1304,25-5386977,no
1647,78-0188176,rejected
1147,83-4221074,no
1869,16-0944607,deciding
1650,19-3415984,no
168,31-1856162,yes
433,46-1137304,rejected
408,03-6769059,no
4652,81-6119829,rejected
343,64-2655893,no
314,86-9253082,yes
1309,28-3741601,yes
2314,17-5441304,deciding
2840,48-4749839,yes
510,63-1124901,no
3836,00-6603741,no
2151,77-7190736,yes
3472,17-9152054,no
3620,26-8413845,deciding
2531,62-7888870,no
3505,16-5590637,no
2799,68-3420340,no
3741,22-6097055,rejected
4558,50-1672246,no
2305,12-5684742,rejected
2417,63-4855291,deciding
2970,00-3728434,no
328,23-8881875,deciding
2280,90-6581655,yes
2354,65-5099908,deciding
853,89-3361692,yes
3977,86-2083521,yes
4489,04-5449337,deciding
1390,74-0219598,no
3402,25-0168938,deciding
1976,18-5232469,deciding
999,01-2756113,no
4445,80-0394476,no
2951,49-6361480,deciding
3360,01-3690639,deciding
2249,41-6441841,deciding
3487,27-7145029,yes
1677,30-3076985,deciding
2245,88-5296342,yes
2703,32-4312476,rejected
3352,36-1014303,no
779,52-9419907,deciding
105,08-3728833,no
3366,26-9020618,rejected
4783,12-8265771,rejected
4855,49-2036626,deciding
3102,10-6378173,yes
165,89-6946072,yes
4646,60-6253600,yes
718,11-0191083,yes
4945,33-8494565,yes
580,27-3835058,deciding
3409,73-1208805,no
1492,06-8960708,rejected
124,50-0242292,no
3800,82-5332111,no
755,72-1676845,no
715,05-8762411,rejected
2816,81-8397978,no
2268,90-2698957,deciding
1778,75-5690607,yes
4032,25-4630167,deciding
701,79-9084806,rejected
321,95-8955845,rejected
894,64-6568656,yes
3614,68-5880296,no
4011,06-7862016,rejected
1284,94-3144113,deciding
244,30-3096941,yes
431,93-4751022,yes
3173,35-3218960,no
1365,12-1362488,yes
3874,19-5046281,deciding
4687,09-9216094,deciding
349,71-6863381,deciding
103,11-9135812,yes
3140,05-2448292,deciding
3749,13-0921037,rejected
2866,85-8259198,no
4118,54-1481400,no
3679,80-8541933,deciding
734,54-8284435,deciding
218,47-0814249,no
3145,23-9960601,no
3545,19-4124725,rejected
2521,23-6954006,no
2073,09-9316827,deciding
4751,04-9899565,rejected
3103,26-9158489,deciding
3396,04-9699790,rejected
227,42-0689746,yes
451,61-2360924,deciding
252,86-6914813,yes
3995,20-1493314,no
1253,71-9012363,yes
1469,93-9083159,yes
4304,42-5210055,deciding
2597,84-7004961,no
3752,07-0234140,deciding
4498,02-3734669,yes
1140,06-6879317,yes
740,04-7034833,deciding
2292,62-0941518,rejected
3607,87-9926782,deciding
282,06-8259094,no
3178,07-1325729,no
2470,49-9598379,rejected
1686,86-2765036,rejected
564,87-7541495,yes
1057,59-8341573,yes
2549,35-4306128,yes
925,05-2746396,no
1382,78-8136240,no
3477,52-8531475,deciding
2420,28-3353172,deciding
3695,14-0788430,rejected
275,24-1309116,yes
2271,75-2233742,deciding
4822,80-0253177,rejected
1609,12-3717336,rejected
1473,27-8566509,rejected
3770,78-9673137,no
2026,63-1700965,deciding
2593,31-9140523,no
1150,95-4585240,rejected
963,69-5366849,no
4676,00-9416491,deciding
2718,85-1925887,deciding
3950,83-0323731,deciding
3482,35-2528191,no
3762,03-9997858,no
4320,16-9602061,rejected
3335,39-4209344,deciding
1163,77-8583672,deciding
2592,39-5867290,deciding
997,89-2743620,deciding
770,54-3358128,deciding
4840,88-8996620,yes
2099,07-4242766,rejected
2922,40-7524464,yes
1548,09-3791712,no
1493,35-7658014,no
136,22-0325268,rejected
2543,83-6032492,rejected
4672,20-4168372,deciding
4310,17-5639886,yes
3179,01-2176790,no
629,10-9104845,deciding
2118,79-1613170,deciding
1091,95-1595354,rejected
4701,67-4524550,no
3842,64-3381963,yes
3633,30-8490700,yes
3160,78-7229335,rejected
233,91-4558032,no
2798,57-2312019,yes
3915,09-4123168,rejected
3323,49-9640736,yes
3839,47-4367527,rejected
1382,03-2206430,deciding
4905,71-3098680,rejected
3834,25-1660430,no
1348,90-8791424,yes
844,53-3237826,yes
3257,81-5886558,yes
2507,88-9188137,no
4677,76-7881413,no
4229,26-3076730,rejected
2938,46-6994862,yes
2206,99-9534629,deciding
546,01-9258252,deciding
802,54-6454473,deciding
4603,44-4942762,no
2957,97-3624202,rejected
2277,03-0067299,yes
4326,03-2327934,yes
1975,50-0112147,deciding
1661,69-2620278,rejected
3887,68-1585201,deciding
3633,17-5487197,deciding
1101,03-1953335,yes
4561,18-2709916,rejected
170,76-5039186,deciding
1246,47-3282604,deciding
1694,89-7851303,rejected
1224,22-6482175,no
1616,04-4217851,rejected
3803,03-3799282,no
3000,75-5231880,rejected
4690,11-5141063,yes
1054,43-9426836,deciding
3395,31-5901555,yes
2039,66-9017268,no
4476,29-1592743,deciding
1459,86-6091484,yes
643,57-3763927,yes
844,69-3319587,deciding
360,12-6101963,no
660,63-3050860,yes
2538,64-1235267,rejected
799,62-6786579,deciding
4586,75-7915840,deciding
2712,74-7028492,rejected
4966,59-1435894,deciding
4788,79-4168742,deciding
4141,08-5818612,rejected
4139,53-5724245,yes
3085,49-9927079,yes
1455,85-2446559,rejected
2292,92-9842085,rejected
3249,75-2329255,deciding
2878,56-3360852,no
3889,37-7681903,yes
2278,81-7497214,deciding
2055,03-7623153,yes
3388,98-1716922,yes
1334,53-3068529,yes
3026,00-8044861,deciding
1082,78-1802454,no
386,89-2808974,rejected
3570,65-2070506,yes
505,75-7952897,no
2151,79-0752740,rejected
3184,22-5420248,deciding
722,27-1363087,rejected
2647,52-5213782,rejected
3392,93-5494233,rejected
3706,56-5290958,yes
4578,31-0566106,yes
3483,53-7951084,rejected
3939,93-6324121,no
1655,87-4262748,deciding
2177,52-1693904,no
4834,44-3915123,yes
1117,89-4805394,yes
2521,53-4005916,rejected
730,62-4195947,no
2528,65-5843122,no
1681,85-8907400,deciding
1069,74-3831982,no
1099,19-7996583,rejected
2072,97-6938743,rejected
4413,84-4805457,yes
2378,89-8487567,no
389,13-5089846,no
919,23-4371817,rejected
3305,90-0422020,deciding
1177,54-8946921,rejected
3796,14-1087010,no
792,87-9746042,rejected
4453,70-9240999,no
2422,36-5066333,deciding
474,21-3449628,deciding
4640,20-9432588,yes
2266,29-4733573,yes
1599,37-4418790,deciding
4002,43-3196328,deciding
3134,59-8485079,no
3917,20-5156354,rejected
2794,74-8615095,no
1088,11-3782261,rejected
2938,68-7699733,deciding
4258,55-8970012,rejected
1968,19-7242325,deciding
612,71-6000601,rejected
1940,52-9752101,yes
106,32-6796352,yes
4958,71-9848567,rejected
3752,46-2279227,yes
1954,44-2442585,no
824,11-6586070,yes
4352,54-4288891,deciding
727,46-2167610,no
4190,93-9855755,rejected
1708,51-7412495,yes
4657,98-4197799,deciding
3539,98-4646310,rejected
3760,83-7953158,rejected
3063,25-9991369,deciding
1056,30-6382049,rejected
3715,83-4659576,deciding
2148,68-2287526,no
2120,99-0981899,yes
2066,40-7785402,no
2014,60-6745071,no
1786,36-3765351,deciding
3347,65-6983053,no
1073,82-0525273,no
1585,87-2775013,deciding
4407,76-5314336,rejected
3928,04-7371614,no
2845,87-2229270,yes
1793,00-7261368,yes
2744,76-9359820,rejected
3009,74-2596103,deciding
3548,97-7760225,yes
477,48-8433995,yes
4444,83-1166731,no
3088,08-0573470,rejected
2169,63-3701176,rejected
4416,11-0329470,yes
4304,29-1026254,rejected
3729,42-4915085,deciding
4246,58-2677226,deciding
4986,70-9167124,rejected
496,26-1540686,deciding
3924,92-1333087,yes
655,75-0421855,yes
4988,26-5756492,deciding
235,19-4145556,yes
2703,24-9102961,no
3733,24-9068121,deciding
1832,43-6016325,rejected
428,21-9658220,rejected
4028,61-1715337,deciding
1381,91-0008965,rejected
2707,34-2424301,rejected
1410,23-1426305,rejected
4939,38-6918471,no
2702,36-6772897,deciding
4228,25-7648431,rejected
611,80-5021997,rejected
4275,18-1941534,deciding
4172,55-2165376,yes
3466,19-9991536,no
4390,35-9641879,no
941,28-3090288,yes
443,67-7040573,no
3982,71-5949682,deciding
2375,86-2408248,rejected
3346,61-9364418,yes
4770,75-0189656,yes
4093,50-4484397,yes
2688,91-6378569,yes
1460,33-2159456,rejected
3006,91-7390046,no
3489,32-6466194,no
4166,96-1727393,deciding
2255,07-7400795,rejected
463,20-7983602,rejected
4769,69-3498039,no
252,22-9346060,yes
201,21-3229122,deciding
4204,22-7382437,no
1285,07-9603926,no
3425,93-1394087,rejected
2620,96-3896036,yes
3155,07-9465522,deciding
1632,79-9031017,deciding
765,53-8495391,yes
106,37-7522723,deciding
2108,56-9904811,yes
4320,48-8399488,rejected
4268,56-0277870,yes
1623,10-4419072,no
3376,69-5379445,rejected
2831,12-8807452,deciding
1596,28-7533602,no
2811,54-7613985,yes
3097,34-7889679,yes
4502,69-2975256,no
1170,60-1582892,yes
4749,58-6750829,deciding
894,26-2399084,no
